Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,0,1167.2,0.0,1048.8088481701514,2510.3,Continuing
2,33,1819.0,237.92978227867962,1040.8339516337342,2510.3,Continuing
3,142,1340.1,359.5518903489768,1037.749983169499,2510.3,Continuing
4,193,1784.5,429.59058417198145,1035.0993166649903,2510.3,Continuing
5,158,1688.1,519.8915748440618,1032.7982731470922,2510.3,Continuing
6,119,1736.3,592.9200851265875,1030.7781205327221,2510.3,Continuing
7,279,1805.2,660.1812725894508,1028.9930212449533,2510.3,Continuing
8,285,1812.1,1579.931672122165,229.92048621203148,2510.3,Continuing
9,77,1653.6,1636.2984946179702,199.15140113153203,2510.3,Continuing
10,246,1564.0,1634.3410602021538,185.46008713116922,2510.3,Continuing
11,188,1681.2,1625.7301300311044,175.4055007863236,2510.3,Continuing
12,150,1846.5,1634.9576662482332,163.3165762704645,2510.3,Continuing
13,21,1860.3,1648.1620419881303,171.8387755902991,2510.3,Continuing
14,146,1722.5,1646.2444553006094,171.47290216062612,2510.3,Continuing
15,46,1798.3,1558.5801405902903,175.2487158382913,2510.3,Continuing
16,291,1577.8,1589.8854220443147,182.97146042378884,2510.3,Continuing
17,304,1302.8,1574.2643831780902,171.73640361025704,2510.3,Continuing
18,266,1667.4,1497.4979868387254,181.28590680583855,2510.3,Continuing
19,52,1332.7,1529.5777298295898,166.75421127579023,2510.3,Continuing
20,13,1299.8,1489.9587404252054,163.4518421763863,2510.3,Continuing
21,199,1369.5,1453.125557618615,163.43308180631044,2510.3,Continuing
22,94,1376.3,1436.585122426086,155.37801747842025,2510.3,Continuing
23,301,1359.7,1420.533911209953,152.64569270506158,2510.3,Continuing
24,92,1280.7,1408.244665302976,146.7744323789642,2510.3,Continuing
25,197,1348.9,1378.5319099034537,162.0767906739114,2510.3,Continuing
26,63,1423.8,1373.4945773417148,147.86306434149583,2510.3,Continuing
27,50,1371.4,1388.453814743873,141.74531102748483,2510.3,Continuing
28,3,1341.7,1374.076315916662,151.25479859778648,2510.3,Continuing
29,67,1438.6,1376.3314977562236,130.6761391131142,2510.3,Continuing
30,281,1338.0,1374.8482129845129,138.25098998162903,2510.3,Continuing
31,308,1258.6,1370.8442321555663,124.91868713724769,2510.3,Continuing
32,53,1372.9,1365.9556881164635,123.32126331404196,2510.3,Continuing
33,41,1169.4,1362.4760238823394,126.01903497834344,2510.3,Continuing
34,10,1218.4,1350.5805214924312,121.25508120064512,2510.3,Continuing
35,134,1282.2,1338.1080645740979,130.99115557334045,2510.3,Continuing
36,110,1241.0,1332.8746574238214,118.01974613175537,2510.3,Continuing
37,311,1376.7,1329.243910053055,118.1158167144661,2510.3,Continuing
38,105,1358.2,1334.4857553434608,114.09409271039151,2510.3,Continuing
39,84,1278.2,1325.8066033222065,114.49707044924422,2510.3,Continuing
40,103,1314.2,1318.3430974121814,110.89196173034316,2510.3,Continuing
41,302,1311.1,1316.0926033551032,108.20948466876065,2510.3,Continuing
42,165,1250.8,1315.0220556131048,106.13770450891717,2510.3,Continuing
43,141,1273.3,1307.4014718095214,108.89415891386916,2510.3,Continuing
44,208,1153.4,1287.4587945446633,134.05377822917353,2510.3,Continuing
45,270,1300.3,1301.350767512823,104.6520930402926,2510.3,Continuing
46,120,1275.3,1293.7746375674062,105.80136416631926,2510.3,Continuing
47,36,1245.4,1293.1832780951015,101.14923024279783,2510.3,Continuing
48,251,1369.5,1283.446711054628,102.39058594716373,2510.3,Continuing
49,267,1352.2,1291.025709661461,99.84986968164023,2510.3,Continuing
50,269,1368.5,1287.0094795575023,101.03197904238714,2510.3,Continuing
51,4,1322.1,1288.2638123318284,99.26873000862835,2510.3,Continuing
52,98,1243.4,1283.1488177823476,99.21601140659568,2510.3,Continuing
53,155,1344.4,1246.980573119302,105.12758231838754,2510.3,Continuing
54,24,1383.7,1266.3025850095628,103.72123482424605,2510.3,Continuing
55,167,1731.7,1219.8438487522744,165.6652896961756,2510.3,Continuing
56,287,1615.8,1482.666728380283,120.20438564644482,2510.3,Continuing
57,14,1564.0,1530.3662612992428,110.14631676378993,2510.3,Continuing
58,173,1522.7,1529.8149344117578,104.46423840613251,2510.3,Continuing
59,35,1357.3,1503.2394422800721,104.63927772485434,2510.3,Continuing
60,126,1391.8,1479.2163178220826,111.42770187444597,2510.3,Continuing
61,54,1429.7,1453.9082706477325,103.45672417251713,2510.3,Continuing
62,216,1371.1,1395.581713377833,189.1745348010498,2510.3,Continuing
63,38,1426.2,1428.9143315731822,99.31797884057924,2510.3,Continuing
64,213,1405.6,1424.8979074200247,100.84188929650287,2510.3,Continuing
65,49,1550.3,1366.9354423838802,104.81019081437428,2510.3,Continuing
66,223,1412.5,1375.0993374398704,98.23298033692843,2510.3,Continuing
67,262,1309.1,1371.0088114790947,106.79034830298524,2510.3,Continuing
68,102,1575.5,1347.786230929241,138.51269900211307,2510.3,Continuing
69,86,1453.8,1340.4106822031367,100.1338994606572,2510.3,Continuing
70,196,1150.6,1304.3554677229072,109.72308008976194,2510.3,Continuing
71,8,1683.0,1272.1257617772999,167.61391941339397,2510.3,Continuing
72,219,1804.2,1340.5772446257724,134.69760239788073,2510.3,Continuing
73,189,1818.0,1559.2474049269003,120.90885543121588,2510.3,Continuing
74,186,1741.8,1643.85740808846,114.79364523926355,2510.3,Continuing
75,82,1746.6,1668.1930069980976,109.86665502130502,2510.3,Continuing
