Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.110000,-0.061813,-62.540218,-0.008088,-0.008006,-0.203364,-0.274960,-0.014007,-2.033644,-62.540218,-0.203148,0.000000
0.120000,-0.068893,-62.584698,-0.008093,-0.008006,-0.203364,-0.306453,-0.015611,-2.033644,-62.584698,-0.203148,0.000000
0.130000,-0.062561,-62.540218,-0.008071,-0.008006,-0.203364,-0.278285,-0.014177,-2.033644,-62.540218,-0.203148,0.000000
0.140000,-0.047668,-62.540218,-0.008075,-0.008006,-0.203364,-0.212040,-0.010802,-2.033644,-62.540218,-0.203148,0.000000
0.150000,-0.051765,-62.540218,-0.008084,-0.008006,-0.203364,-0.230264,-0.011730,-2.033644,-62.540218,-0.203148,0.000000
0.160000,-0.056602,-62.451256,-0.008075,-0.008006,-0.203364,-0.251780,-0.012826,-2.033644,-62.451256,-0.203148,0.000000
0.170000,-0.061073,-62.673660,-0.008097,-0.008006,-0.203364,-0.271668,-0.013839,-2.033644,-62.673660,-0.203148,0.000000
0.180000,-0.065170,-62.495735,-0.008080,-0.008006,-0.203364,-0.289892,-0.014768,-2.033644,-62.495735,-0.203148,0.000000
0.190000,-0.062935,-62.540218,-0.008080,-0.008006,-0.203364,-0.279948,-0.014261,-2.033644,-62.540218,-0.203148,0.000000
0.200000,-0.053993,-62.584698,-0.008088,-0.008006,-0.203364,-0.240174,-0.012235,-2.033644,-62.584698,-0.203148,0.000000
0.210000,-0.053627,-62.540218,-0.008071,-0.008006,-0.203364,-0.238545,-0.012152,-2.033644,-62.540218,-0.203148,0.000000
0.220000,-0.054741,-62.540218,-0.008093,-0.008006,-0.203364,-0.243500,-0.012404,-2.033644,-62.540218,-0.203148,0.000000
0.230000,-0.055862,-62.584698,-0.008067,-0.008006,-0.203364,-0.248488,-0.012659,-2.033644,-62.584698,-0.203148,0.000000
0.240000,-0.053253,-62.584698,-0.008080,-0.008006,-0.203364,-0.236882,-0.012067,-2.033644,-62.584698,-0.203148,0.000000
0.250000,-0.064796,-62.584698,-0.008088,-0.008006,-0.203364,-0.288229,-0.014683,-2.033644,-62.584698,-0.203148,0.000000
0.260000,-0.057350,-62.540218,-0.008088,-0.008006,-0.203364,-0.255106,-0.012996,-2.033644,-62.540218,-0.203148,0.000000
0.270000,-0.053627,-62.584698,-0.008084,-0.008006,-0.203364,-0.238545,-0.012152,-2.033644,-62.584698,-0.203148,0.000000
0.280000,-0.045059,-62.540218,-0.008093,-0.008006,-0.203364,-0.200433,-0.010211,-2.033644,-62.540218,-0.203148,0.000000
0.290000,-0.056976,-62.584698,-0.008080,-0.008006,-0.203364,-0.253443,-0.012911,-2.033644,-62.584698,-0.203148,0.000000
0.300000,-0.059586,-62.495735,-0.008093,-0.008006,-0.203364,-0.265050,-0.013502,-2.033644,-62.495735,-0.203148,0.000000
0.310000,-0.067406,-62.540218,-0.008088,-0.008006,-0.203364,-0.299836,-0.015274,-2.033644,-62.540218,-0.203148,0.000000
0.320000,-0.061073,-62.540218,-0.008097,-0.008006,-0.203364,-0.271668,-0.013839,-2.033644,-62.540218,-0.203148,0.000000
0.330000,-0.059586,-62.540218,-0.008075,-0.008006,-0.203356,-0.265050,-0.013502,-2.033557,-62.540218,-0.203044,0.000000
0.340000,-0.063675,-62.540218,-0.008088,-0.008006,-0.203347,-0.283240,-0.014429,-2.033471,-62.540218,-0.202887,0.000000
0.350000,-0.034264,-62.584698,-0.008088,-0.008004,-0.203312,-0.152412,-0.007764,-2.033124,-62.584698,-0.202714,0.000000
0.360000,-0.036499,-62.540218,-0.008084,-0.008001,-0.203234,-0.162356,-0.008271,-2.032343,-62.540218,-0.202541,0.000000
0.370000,-0.018997,-62.540218,-0.008088,-0.007997,-0.203122,-0.084504,-0.004305,-2.031216,-62.540218,-0.202384,0.000000
0.380000,-0.045807,-62.584698,-0.008093,-0.007992,-0.202992,-0.203759,-0.010380,-2.029915,-62.584698,-0.202211,0.000000
0.390000,-0.052879,-62.629181,-0.008080,-0.007986,-0.202835,-0.235219,-0.011983,-2.028354,-62.629181,-0.202055,0.000000
0.400000,-0.043945,-62.584698,-0.008080,-0.007979,-0.202671,-0.195479,-0.009958,-2.026706,-62.584698,-0.201881,0.000000
0.410000,-0.033142,-62.584698,-0.008080,-0.007972,-0.202480,-0.147423,-0.007510,-2.024798,-62.584698,-0.201708,0.000000
0.420000,-0.038727,-62.629181,-0.008088,-0.007964,-0.202280,-0.172265,-0.008776,-2.022804,-62.629181,-0.201552,0.000000
0.430000,-0.060326,-62.540218,-0.008084,-0.007956,-0.202072,-0.268342,-0.013670,-2.020723,-62.540218,-0.201378,0.000000
0.440000,-0.045433,-62.629181,-0.008080,-0.007948,-0.201881,-0.202096,-0.010295,-2.018815,-62.629181,-0.201222,0.000000
0.450000,-0.044312,-62.584698,-0.008080,-0.007942,-0.201725,-0.197107,-0.010041,-2.017253,-62.584698,-0.201049,0.000000
0.460000,-0.036499,-62.584698,-0.008080,-0.007937,-0.201604,-0.162356,-0.008271,-2.016039,-62.584698,-0.200875,0.000000
0.470000,-0.051765,-62.540218,-0.008084,-0.007933,-0.201509,-0.230264,-0.011730,-2.015086,-62.540218,-0.200719,0.000000
0.480000,-0.057350,-62.495735,-0.008080,-0.007930,-0.201413,-0.255106,-0.012996,-2.014132,-62.495735,-0.200546,0.000000
0.490000,-0.059586,-62.584698,-0.008080,-0.007925,-0.201292,-0.265050,-0.013502,-2.012917,-62.584698,-0.200372,0.000000
0.500000,-0.052505,-62.584698,-0.008088,-0.007918,-0.201127,-0.233556,-0.011898,-2.011270,-62.584698,-0.200216,0.000000
0.510000,-0.043198,-62.540218,-0.008080,-0.007912,-0.200954,-0.192153,-0.009789,-2.009535,-62.540218,-0.200043,0.000000
0.520000,-0.044312,-62.673660,-0.008075,-0.007904,-0.200771,-0.197107,-0.010041,-2.007714,-62.673660,-0.199887,0.000000
0.530000,-0.048409,-62.584698,-0.008075,-0.007896,-0.200563,-0.215332,-0.010970,-2.005633,-62.584698,-0.199713,0.000000
0.540000,-0.041710,-62.584698,-0.008088,-0.007889,-0.200381,-0.185535,-0.009452,-2.003812,-62.584698,-0.199540,0.000000
