Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.110000,-0.103516,-235.660080,-0.005976,-0.004263,-0.108273,-0.460460,-0.023457,-1.082730,-235.660080,-0.108056,0.000000
0.120000,-0.093094,-235.704559,-0.005993,-0.004262,-0.108265,-0.414102,-0.021095,-1.082646,-235.704559,-0.108056,0.000000
0.130000,-0.094582,-235.749039,-0.005993,-0.004263,-0.108273,-0.420720,-0.021432,-1.082730,-235.749039,-0.108056,0.000000
0.140000,-0.120651,-235.749039,-0.005976,-0.004262,-0.108265,-0.536684,-0.027340,-1.082646,-235.749039,-0.108056,0.000000
0.150000,-0.088997,-235.660080,-0.005984,-0.004263,-0.108273,-0.395878,-0.020167,-1.082730,-235.660080,-0.108056,0.000000
0.160000,-0.114693,-235.749039,-0.005967,-0.004263,-0.108273,-0.510179,-0.025990,-1.082730,-235.749039,-0.108056,0.000000
0.170000,-0.094208,-235.660080,-0.005967,-0.004263,-0.108273,-0.419057,-0.021348,-1.082730,-235.660080,-0.108056,0.000000
0.180000,-0.106873,-235.660080,-0.005971,-0.004263,-0.108273,-0.475393,-0.024218,-1.082730,-235.660080,-0.108056,0.000000
0.190000,-0.106125,-235.660080,-0.005989,-0.004262,-0.108265,-0.472067,-0.024048,-1.082646,-235.660080,-0.108056,0.000000
0.200000,-0.096443,-235.704559,-0.005950,-0.004263,-0.108273,-0.429001,-0.021854,-1.082730,-235.704559,-0.108056,0.000000
0.210000,-0.120277,-235.749039,-0.005967,-0.004262,-0.108265,-0.535021,-0.027255,-1.082646,-235.749039,-0.108056,0.000000
0.220000,-0.094582,-235.749039,-0.005963,-0.004263,-0.108273,-0.420720,-0.021432,-1.082730,-235.749039,-0.108056,0.000000
0.230000,-0.126610,-235.704559,-0.005950,-0.004263,-0.108273,-0.563189,-0.028690,-1.082730,-235.704559,-0.108056,0.000000
0.240000,-0.091232,-235.704559,-0.005971,-0.004263,-0.108273,-0.405822,-0.020674,-1.082730,-235.704559,-0.108056,0.000000
0.250000,-0.110970,-235.704559,-0.005989,-0.004263,-0.108273,-0.493617,-0.025146,-1.082730,-235.704559,-0.108056,0.000000
0.260000,-0.087509,-235.660080,-0.005976,-0.004262,-0.108265,-0.389260,-0.019830,-1.082646,-235.660080,-0.108056,0.000000
0.270000,-0.100540,-235.660080,-0.005971,-0.004263,-0.108273,-0.447225,-0.022783,-1.082730,-235.660080,-0.108056,0.000000
0.280000,-0.116554,-235.660080,-0.005971,-0.004262,-0.108265,-0.518459,-0.026412,-1.082646,-235.660080,-0.108056,0.000000
0.290000,-0.107986,-235.749039,-0.005976,-0.004263,-0.108273,-0.480348,-0.024470,-1.082730,-235.749039,-0.108056,0.000000
0.300000,-0.116554,-235.704559,-0.005976,-0.004263,-0.108273,-0.518459,-0.026412,-1.082730,-235.704559,-0.108056,0.000000
0.310000,-0.097565,-235.704559,-0.005959,-0.004263,-0.108273,-0.433989,-0.022108,-1.082730,-235.704559,-0.108056,0.000000
0.320000,-0.113197,-235.704559,-0.005967,-0.004263,-0.108273,-0.503527,-0.025651,-1.082730,-235.704559,-0.108056,0.000000
0.330000,-0.116554,-235.704559,-0.005971,-0.004262,-0.108265,-0.518459,-0.026412,-1.082646,-235.704559,-0.108056,0.000000
0.340000,-0.109474,-235.793518,-0.005971,-0.004263,-0.108273,-0.486965,-0.024807,-1.082730,-235.793518,-0.108056,0.000000
0.350000,-0.117294,-235.704559,-0.005984,-0.004263,-0.108273,-0.521751,-0.026579,-1.082730,-235.704559,-0.108056,0.000000
0.360000,-0.089745,-235.749039,-0.005954,-0.004262,-0.108265,-0.399204,-0.020336,-1.082646,-235.749039,-0.108056,0.000000
0.370000,-0.105377,-235.660080,-0.005971,-0.004263,-0.108273,-0.468741,-0.023879,-1.082730,-235.660080,-0.108056,0.000000
