Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Conductivity in Dataset,Stopping Reason
1,0,12.77,86.00999,7.6293945e-06,1243.67,Continuing
2,5,24.01,64.03749,33.56245,1243.67,Continuing
3,39,18.25,68.920235,30.976387,1243.67,Continuing
4,203,226.25,66.47399,29.913664,1243.67,Continuing
5,16,490.06,138.29823,94.19456,1243.67,Continuing
6,19,634.35,368.66095,166.60045,1243.67,Continuing
7,20,688.74,516.23785,142.44846,1243.67,Continuing
8,21,725.7933279,592.2823,123.37533,1243.67,Continuing
9,34,8.39,454.74994,231.3844,1243.67,Continuing
10,70,14.99,424.0636,231.66292,1243.67,Continuing
11,110,770.35,447.63318,220.98366,1243.67,Continuing
12,112,904.29,648.1307,183.21321,1243.67,Continuing
13,117,475.46,520.23047,333.21136,1243.67,Continuing
14,202,214.93,514.2358,332.42847,1243.67,Continuing
15,182,160.6199195,601.74286,257.73706,1243.67,Continuing
16,220,546.79,822.7981,117.30288,1243.67,Continuing
17,226,658.86,745.56854,121.3539,1243.67,Continuing
18,137,293.93,384.17828,241.30038,1243.67,Continuing
19,2,14.78,353.65637,205.2894,1243.67,Continuing
20,23,788.8326479,654.4483,47.8649,1243.67,Continuing
21,25,804.11,678.2829,44.658443,1243.67,Continuing
22,26,839.28,705.71204,34.19562,1243.67,Continuing
23,27,852.33,726.8503,41.164616,1243.67,Continuing
24,232,824.47,737.3573,38.27406,1243.67,Continuing
25,3,16.34,180.7759,251.36154,1243.67,Continuing
26,118,529.11,359.1739,136.37132,1243.67,Continuing
27,119,535.99,459.53644,108.54328,1243.67,Continuing
28,122,543.75,402.31882,141.36002,1243.67,Continuing
29,114,291.41,524.98773,83.255516,1243.67,Continuing
30,116,452.8,384.30505,129.5591,1243.67,Continuing
31,128,1243.67,504.75793,49.4709,1243.67,Max Conductivity reached
