Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Conductivity in Dataset,Stopping Reason
1,0,12.77,86.00999999999944,0.0,1243.67,Continuing
2,45,7.84,68.24929999999968,73.24000000000001,1243.67,Continuing
3,95,29.81,59.94984999999981,78.17,1243.67,Continuing
4,203,226.25,58.6179999999999,78.17,1243.67,Continuing
5,59,34.35,145.39357499999994,218.41,1243.67,Continuing
6,162,217.94,153.88912499999972,218.41,1243.67,Continuing
7,212,395.74,176.0889000000001,218.41,1243.67,Continuing
8,207,289.72,283.94290000000103,387.90000000000003,1243.67,Continuing
9,141,279.69,270.69385000000074,387.90000000000003,1243.67,Continuing
10,150,348.88,293.1556750000012,382.97,1243.67,Continuing
11,195,179.12,300.56390000000107,387.90000000000003,1243.67,Continuing
12,22,766.85,314.0027500000013,365.93,1243.67,Continuing
13,12,179.53,300.9241999999999,759.01,1243.67,Continuing
14,14,218.67,228.13252499999936,754.08,1243.67,Continuing
15,164,220.66,316.91589000000107,587.73,1243.67,Continuing
16,24,800.58,596.5499708333366,546.19,1243.67,Continuing
17,222,602.48,716.6959340476183,579.9200000000001,1243.67,Continuing
18,137,293.93,337.03929880952484,661.4580000000001,1243.67,Continuing
19,117,475.46,670.6032359523806,510.86,1243.67,Continuing
20,113,226.22,701.3513158333336,451.70000000000005,1243.67,Continuing
21,13,215.37,101.151862083333,726.1467,1243.67,Continuing
22,7,33.44,146.37904416666663,704.7821666666662,1243.67,Continuing
23,16,490.06,596.513438392857,574.36,1243.67,Continuing
24,100,433.78,483.9742869642861,563.5352083333332,1243.67,Continuing
25,19,634.35,526.5375578571413,557.495,1243.67,Continuing
26,120,540.19,439.777233422619,557.495,1243.67,Continuing
27,111,838.31,501.6410480357151,547.6008666666664,1243.67,Continuing
28,142,280.38,558.2773167261907,612.0899999999999,1243.67,Continuing
29,112,904.29,533.6692643452375,612.0899999999999,1243.67,Continuing
30,139,336.24,499.34245232142865,678.0699999999999,1243.67,Continuing
31,114,291.41,486.32568541666643,678.0699999999999,1243.67,Continuing
32,220,546.79,774.5305067857138,570.2914999999998,1243.67,Continuing
33,115,325.56,376.41635625000066,612.0899999999998,1243.67,Continuing
34,216,696.39,347.49611041666793,567.3939999999998,1243.67,Continuing
35,103,562.06,459.5290075892867,579.9200000000001,1243.67,Continuing
36,17,559.01,246.78686726190526,544.3060416666665,1243.67,Continuing
37,221,561.86,406.4284600000005,517.27,1243.67,Continuing
38,151,36.88,332.3700066666661,659.1899999999999,1243.67,Continuing
39,18,617.92,513.9448086309527,492.2514166666666,1243.67,Continuing
40,15,411.82,246.66797833333308,566.4597749999998,1243.67,Continuing
41,105,607.72,534.8634021428561,487.16,1243.67,Continuing
42,98,233.89,259.89271755952484,528.6015,1243.67,Continuing
43,177,83.28491341,199.43033500000004,512.315499999999,1243.67,Continuing
44,226,658.86,713.7681019642858,357.5,1243.67,Continuing
45,225,654.34,518.7539662499971,397.26,1243.67,Continuing
46,168,331.17,279.2865978352511,456.90508659000005,1243.67,Continuing
47,217,271.56,272.4958712385082,505.88550000000004,1243.67,Continuing
48,102,545.78,499.9041980410521,397.26,1243.67,Continuing
49,153,47.22,447.6161458170507,387.44000000000005,1243.67,Continuing
50,4,16.94,115.43127686124858,621.58,1243.67,Continuing
51,138,302.25,341.18680542734097,531.738833333333,1243.67,Continuing
52,124,554.41,297.5888485714294,498.55999999999995,1243.67,Continuing
53,210,356.76,332.4743389934329,507.18999999999994,1243.67,Continuing
54,129,192.74,333.60232456705023,507.18999999999994,1243.67,Continuing
55,161,214.21,309.48172370115077,507.18999999999994,1243.67,Continuing
56,130,203.82,281.9007912337175,507.18999999999994,1243.67,Continuing
57,131,207.38,230.171350000001,507.18999999999994,1243.67,Continuing
58,174,41.89833748,153.93290740997546,524.98,1243.67,Continuing
59,156,116.5,307.96659192612486,480.116419923332,1243.67,Continuing
60,147,326.54,300.66304518390933,438.2824999999997,1243.67,Continuing
61,213,406.47,310.91280250000085,437.90999999999997,1243.67,Continuing
62,101,484.36,376.63252125000065,381.5,1243.67,Continuing
63,104,580.44,452.44453833333296,366.28,1243.67,Continuing
64,110,770.35,384.0273329166674,408.42158333333305,1243.67,Continuing
65,223,636.48,421.50772416666797,552.4100000000001,1243.67,Continuing
66,146,312.65,357.14383000000123,558.6199999999999,1243.67,Continuing
67,205,248.62,283.53087500000015,589.26,1243.67,Continuing
68,116,452.8,400.98844833333527,478.94,1243.67,Continuing
69,108,659.36,559.242548750001,438.853375,1243.67,Continuing
70,224,637.46,478.70359000000155,418.54,1243.67,Continuing
71,190,390.2707837,375.5481500000008,478.45,1243.67,Continuing
72,228,697.4,494.36732983291733,441.42,1243.67,Continuing
73,106,618.72,425.8861073214279,516.9820749999996,1243.67,Continuing
74,192,424.1973941,514.0663539629172,479.46,1243.67,Continuing
75,107,625.33,480.607182251833,471.17999999999995,1243.67,Continuing
76,171,419.51,395.06627080325086,478.45,1243.67,Continuing
77,191,398.5758253,385.2082195322499,478.45,1243.67,Continuing
78,214,451.64,366.8571721675005,478.45,1243.67,Continuing
79,122,543.75,439.7209553082505,411.24,1243.67,Continuing
80,136,293.6,404.1999659784175,411.399,1243.67,Continuing
81,149,328.45,371.29599067400056,404.6700000000001,1243.67,Continuing
82,109,750.9,500.1355019705009,406.83333333333337,1243.67,Continuing
83,179,135.2652427,348.18598055675074,524.65,1243.67,Continuing
84,125,608.87,464.9708543642393,615.6347573,1243.67,Continuing
85,184,200.7545831,349.82546652652576,482.69949999999994,1243.67,Continuing
86,169,385.2,380.9090901660838,471.21,1243.67,Continuing
87,218,537.77,210.73485039801656,503.88166251999996,1243.67,Continuing
88,99,374.29,268.64460510737587,533.8323333333328,1243.67,Continuing
89,176,76.51244504,243.40856792307468,495.87166252,1243.67,Continuing
90,209,325.42,314.5087850209495,461.25755496,1243.67,Continuing
91,121,540.19,299.68212234698274,461.25755496,1243.67,Continuing
92,187,322.6997586,352.95122209491666,424.57541690000005,1243.67,Continuing
93,208,297.95,302.47120001019977,423.9694999999998,1243.67,Continuing
94,165,233.43,256.09565754536766,423.69000000000005,1243.67,Continuing
95,143,283.86,256.8654037001,461.25755496,1243.67,Continuing
96,132,212.66,233.2403925983671,423.69000000000005,1243.67,Continuing
97,230,738.1,633.5841574149986,300.15299999999996,1243.67,Continuing
98,198,195.33,203.73140173835833,382.01,1243.67,Continuing
99,183,162.7067112,356.3757319297501,340.1947573,1243.67,Continuing
100,20,688.74,585.07038422619,280.29,1243.67,Continuing
101,201,213.5,202.2214295670508,374.94,1243.67,Continuing
102,202,214.93,407.6890736010002,332.4699999999964,1243.67,Continuing
103,166,249.23,368.1339525139995,325.26000000000005,1243.67,Continuing
104,123,552.26,398.88023339285746,311.415,1243.67,Continuing
105,118,529.11,388.39944302510753,312.75328879999995,1243.67,Continuing
106,119,535.99,465.7261367873682,325.44327084500003,1243.67,Continuing
107,182,160.6199195,472.162284465543,321.06,1243.67,Continuing
108,193,733.7295218,288.47052351873697,393.8447573,1243.67,Continuing
109,194,745.278685,584.2328154495863,571.0228106000001,1243.67,Continuing
110,178,111.8949727,335.18739421944935,606.1637212333333,1243.67,Continuing
111,180,151.3841761,345.60125799943324,604.2388607,1243.67,Continuing
112,204,240.44,401.31766578426556,593.8945089,1243.67,Continuing
113,148,328.21,386.3981875862503,524.5741034,1243.67,Continuing
114,186,318.1919743,391.92428138956717,497.2354858933333,1243.67,Continuing
115,196,191.45,339.59799944221464,482.46999999999997,1243.67,Continuing
116,140,259.11,324.66806716196413,428.7214999999998,1243.67,Continuing
117,206,268.25,285.2670498472489,342.51399999999995,1243.67,Continuing
118,211,382.45,264.4904079393567,335.14,1243.67,Continuing
119,128,1243.67,492.55338858724497,335.2354169,1243.67,Max Conductivity reached
