Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Conductivity in Dataset,Stopping Reason
1,10,45.97,1616.972,324.5832,1243.67,Continuing
2,13,215.37,20283.969,1439.8207,1243.67,Continuing
3,2,14.78,3011.3933,180.87979,1243.67,Continuing
4,6,26.19,802.7827,45.23343,1243.67,Continuing
5,16,490.06,573.97974,32.116505,1243.67,Continuing
6,232,824.47,509.06625,28.733679,1243.67,Continuing
7,19,634.35,635.78864,35.413734,1243.67,Continuing
8,20,688.74,636.1199,33.513966,1243.67,Continuing
9,21,725.7933279,629.0562,34.640236,1243.67,Continuing
10,23,788.8326479,660.5233,34.12584,1243.67,Continuing
11,25,804.11,705.0825,37.011124,1243.67,Continuing
12,26,839.28,709.71375,35.610203,1243.67,Continuing
13,27,852.33,741.1486,38.098045,1243.67,Continuing
14,220,546.79,654.85297,34.414616,1243.67,Continuing
15,112,904.29,714.177,36.579445,1243.67,Continuing
16,226,658.86,707.4233,37.026768,1243.67,Continuing
17,110,770.35,688.32166,35.471176,1243.67,Continuing
18,114,291.41,524.52576,29.639236,1243.67,Continuing
19,203,226.25,542.9156,34.67604,1243.67,Continuing
20,182,160.6199195,438.77896,22.972885,1243.67,Continuing
21,190,390.2707837,350.2635,18.695131,1243.67,Continuing
22,118,529.11,323.24014,19.106722,1243.67,Continuing
23,119,535.99,394.34634,23.085085,1243.67,Continuing
24,128,1243.67,513.6223,29.581429,1243.67,Max Conductivity reached
