Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Conductivity in Dataset,Stopping Reason
1,0,12.77,220.56993,3.0517578e-05,1243.67,Continuing
2,2,14.78,137.44955,101.80044,1243.67,Continuing
3,16,490.06,144.9789,99.3462,1243.67,Continuing
4,19,634.35,408.65558,168.51622,1243.67,Continuing
5,20,688.74,507.0727,132.26578,1243.67,Continuing
6,21,725.7933279,593.3575,65.012924,1243.67,Continuing
7,23,788.8326479,619.8991,59.589188,1243.67,Continuing
8,25,804.11,674.6761,45.37457,1243.67,Continuing
9,26,839.28,674.55426,38.549877,1243.67,Continuing
10,27,852.33,703.2616,43.672287,1243.67,Continuing
11,232,824.47,725.46765,41.070526,1243.67,Continuing
12,110,770.35,419.503,300.5849,1243.67,Continuing
13,112,904.29,613.8223,244.17267,1243.67,Continuing
14,220,546.79,821.7888,170.27263,1243.67,Continuing
15,226,658.86,778.51105,120.81003,1243.67,Continuing
16,135,281.68,419.7184,296.2207,1243.67,Continuing
17,137,293.93,349.3698,204.98703,1243.67,Continuing
18,224,637.46,323.83447,184.11632,1243.67,Continuing
19,230,738.1,520.63696,193.90318,1243.67,Continuing
20,183,162.7067112,599.11615,140.24005,1243.67,Continuing
21,182,160.6199195,611.46686,174.48074,1243.67,Continuing
22,109,750.9,527.90704,231.14546,1243.67,Continuing
23,106,618.72,715.3499,106.41977,1243.67,Continuing
24,169,385.2,636.21576,164.85638,1243.67,Continuing
25,210,356.76,574.2992,231.56137,1243.67,Continuing
26,120,540.19,696.22437,74.693375,1243.67,Continuing
27,113,226.22,690.17487,63.323864,1243.67,Continuing
28,223,636.48,593.40265,168.52666,1243.67,Continuing
29,122,543.75,677.7924,79.503174,1243.67,Continuing
30,114,291.41,610.0846,90.404915,1243.67,Continuing
31,139,336.24,518.7415,155.39653,1243.67,Continuing
32,228,697.4,531.3282,142.17993,1243.67,Continuing
33,192,424.1973941,568.4274,120.427895,1243.67,Continuing
34,107,625.33,517.7949,134.79482,1243.67,Continuing
35,103,562.06,514.5231,128.33278,1243.67,Continuing
36,104,580.44,552.45105,98.92108,1243.67,Continuing
37,101,484.36,566.6361,68.39082,1243.67,Continuing
38,13,215.37,505.0361,123.66451,1243.67,Continuing
39,108,659.36,569.6103,34.93447,1243.67,Continuing
40,125,608.87,521.21747,89.97731,1243.67,Continuing
41,124,554.41,510.88373,98.54094,1243.67,Continuing
42,105,607.72,557.18365,39.757397,1243.67,Continuing
43,100,433.78,522.9807,80.35209,1243.67,Continuing
44,213,406.47,424.12665,130.99661,1243.67,Continuing
45,22,766.85,448.88657,89.449486,1243.67,Continuing
46,24,800.58,712.8826,128.68541,1243.67,Continuing
47,222,602.48,763.7942,55.14735,1243.67,Continuing
48,227,695.67,719.6604,50.124874,1243.67,Continuing
49,17,559.01,497.60654,131.40573,1243.67,Continuing
50,18,617.92,523.921,91.6103,1243.67,Continuing
51,136,293.6,499.41855,98.657524,1243.67,Continuing
52,12,179.53,455.39627,126.414276,1243.67,Continuing
53,116,452.8,384.028,137.39601,1243.67,Continuing
54,111,838.31,438.8423,99.59049,1243.67,Continuing
55,115,325.56,496.88242,127.7352,1243.67,Continuing
56,150,348.88,425.23624,166.66022,1243.67,Continuing
57,151,36.88,323.67313,198.46248,1243.67,Continuing
58,216,696.39,413.6205,140.52182,1243.67,Continuing
59,164,220.66,517.724,122.02788,1243.67,Continuing
60,196,191.45,424.64255,107.04761,1243.67,Continuing
61,146,312.65,391.0033,103.18397,1243.67,Continuing
62,123,552.26,397.17218,101.931786,1243.67,Continuing
63,126,660.0,438.18735,74.10479,1243.67,Continuing
64,127,1089.12,476.0328,79.62868,1243.67,Continuing
65,229,731.11,603.12805,145.43571,1243.67,Continuing
66,231,772.94,640.4908,103.62767,1243.67,Continuing
67,153,47.22,338.57953,154.5089,1243.67,Continuing
68,166,249.23,364.62152,112.0767,1243.67,Continuing
69,179,135.2652427,365.96378,76.35008,1243.67,Continuing
70,11,140.7,313.12943,155.73119,1243.67,Continuing
71,171,419.51,297.19327,86.54828,1243.67,Continuing
72,190,390.2707837,322.92334,79.77225,1243.67,Continuing
73,219,545.18,337.17966,48.280457,1243.67,Continuing
74,142,280.38,366.3508,87.08665,1243.67,Continuing
75,186,318.1919743,337.55322,78.574875,1243.67,Continuing
76,138,302.25,272.78925,106.813934,1243.67,Continuing
77,204,240.44,332.58063,48.07667,1243.67,Continuing
78,140,259.11,315.82254,59.6823,1243.67,Continuing
79,155,92.38,291.93854,92.7599,1243.67,Continuing
80,149,328.45,311.66434,53.999218,1243.67,Continuing
81,148,328.21,305.69974,39.655197,1243.67,Continuing
82,145,291.83,301.8611,53.056084,1243.67,Continuing
83,202,214.93,297.9976,52.830227,1243.67,Continuing
84,214,451.64,266.6575,72.962585,1243.67,Continuing
85,215,457.13,389.63486,97.46394,1243.67,Continuing
86,187,322.6997586,372.2195,55.192165,1243.67,Continuing
87,191,398.5758253,283.2167,80.566315,1243.67,Continuing
88,211,382.45,300.61557,80.36021,1243.67,Continuing
89,185,311.2965408,278.6103,91.22913,1243.67,Continuing
90,162,217.94,288.93933,96.86306,1243.67,Continuing
91,9,45.53,253.3707,93.31722,1243.67,Continuing
92,167,250.28,288.74902,61.34467,1243.67,Continuing
