Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Conductivity in Dataset,Stopping Reason
1,10,45.97,1559.9438,354.5195,1243.67,Continuing
2,13,215.37,19754.756,1564.0758,1243.67,Continuing
3,2,14.78,3111.2693,186.88025,1243.67,Continuing
4,81,6.31,741.05804,42.550304,1243.67,Continuing
5,232,824.47,553.8647,31.541525,1243.67,Continuing
6,16,490.06,823.8114,51.641323,1243.67,Continuing
7,19,634.35,648.6952,32.84468,1243.67,Continuing
8,20,688.74,644.6671,31.64811,1243.67,Continuing
9,21,725.7933279,636.7526,30.074217,1243.67,Continuing
10,23,788.8326479,670.15356,33.585068,1243.67,Continuing
11,25,804.11,670.70764,34.16255,1243.67,Continuing
12,26,839.28,701.4529,35.874134,1243.67,Continuing
13,27,852.33,744.73926,36.780178,1243.67,Continuing
14,112,904.29,716.034,35.541595,1243.67,Continuing
15,220,546.79,727.1013,36.677124,1243.67,Continuing
16,226,658.86,707.4634,34.334213,1243.67,Continuing
17,110,770.35,677.73267,34.104717,1243.67,Continuing
18,114,291.41,583.4545,30.748417,1243.67,Continuing
19,203,226.25,529.67285,39.28802,1243.67,Continuing
20,190,390.2707837,445.9525,29.15814,1243.67,Continuing
21,182,160.6199195,485.19717,24.620447,1243.67,Continuing
22,183,162.7067112,355.638,18.57441,1243.67,Continuing
23,116,452.8,335.59158,22.678867,1243.67,Continuing
24,17,559.01,379.53845,54.29328,1243.67,Continuing
25,18,617.92,553.25214,53.21868,1243.67,Continuing
26,187,322.6997586,648.2387,37.788242,1243.67,Continuing
27,102,545.78,503.07062,40.92972,1243.67,Continuing
28,153,47.22,501.42307,39.527107,1243.67,Continuing
29,164,220.66,582.38336,34.13738,1243.67,Continuing
30,22,766.85,506.19247,31.443089,1243.67,Continuing
31,24,800.58,590.2533,35.11973,1243.67,Continuing
32,222,602.48,693.17523,38.957844,1243.67,Continuing
33,227,695.67,657.24664,40.090733,1243.67,Continuing
34,113,226.22,579.9646,32.094017,1243.67,Continuing
35,139,336.24,557.22144,32.08194,1243.67,Continuing
36,138,302.25,482.8391,36.463753,1243.67,Continuing
37,100,433.78,469.82263,27.809174,1243.67,Continuing
38,184,200.7545831,466.77026,32.682785,1243.67,Continuing
39,104,580.44,445.68427,26.732487,1243.67,Continuing
40,108,659.36,456.63187,26.259535,1243.67,Continuing
41,124,554.41,479.74124,34.66083,1243.67,Continuing
42,101,484.36,421.48175,24.133875,1243.67,Continuing
43,103,562.06,434.90823,24.1111,1243.67,Continuing
44,105,607.72,480.597,23.618937,1243.67,Continuing
45,118,529.11,415.77374,22.012835,1243.67,Continuing
46,119,535.99,455.1943,24.406582,1243.67,Continuing
47,128,1243.67,509.32965,27.338985,1243.67,Max Conductivity reached
