Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Conductivity in Dataset,Stopping Reason
1,118,529.11,0.0006521635633758439,475.4600048216807,1243.67,Continuing
2,182,160.6199195,102.68799152981023,311.8411885514278,1243.67,Continuing
3,180,151.3841761,25.172948509832437,318.0928743190143,1243.67,Continuing
4,204,240.44,61.581804246014634,296.8936199350829,1243.67,Continuing
5,196,191.45,0.006107133211305896,300.87408747953003,1243.67,Continuing
6,183,162.7067112,176.5565522287808,228.79721236571731,1243.67,Continuing
7,115,325.56,35.488682374382435,232.83120416941077,1243.67,Continuing
8,124,554.41,26.664649286354,264.0280268892888,1243.67,Continuing
9,81,6.31,150.12779548057642,336.71355547739853,1243.67,Continuing
10,187,322.6997586,133.45755958683026,262.5021381841339,1243.67,Continuing
11,16,490.06,375.07255593385673,176.66720510430065,1243.67,Continuing
12,32,7.58,2.8593101159782663,277.4826715980841,1243.67,Continuing
13,20,688.74,420.55943240664817,143.4236630843192,1243.67,Continuing
14,8,37.09,-1.7616366199719222e-31,296.00463986529485,1243.67,Continuing
15,11,140.7,1.53548594567026e-46,269.3210477673847,1243.67,Continuing
16,2,14.78,-2.4830375785493946,275.1105406804769,1243.67,Continuing
17,19,634.35,355.4723801024978,175.10370745601003,1243.67,Continuing
18,218,537.77,244.86431248255462,257.25842491461685,1243.67,Continuing
19,15,411.82,286.82947958168353,262.7063047106261,1243.67,Continuing
20,232,824.47,392.5099509291541,183.39834238183633,1243.67,Continuing
21,21,725.7933279,431.12894495491116,201.36653696411227,1243.67,Continuing
22,13,215.37,48.21486610916338,307.5462822501918,1243.67,Continuing
23,23,788.8326479,457.8563482724471,200.4581900790505,1243.67,Continuing
24,25,804.11,484.59438728551686,205.4591171576888,1243.67,Continuing
25,26,839.28,506.56079344980867,209.6976600162406,1243.67,Continuing
26,217,271.56,178.48607367310677,301.8025334644432,1243.67,Continuing
27,27,852.33,528.6721654241296,209.69224991559005,1243.67,Continuing
28,152,44.1,42.31830994311114,334.0659216931282,1243.67,Continuing
29,17,559.01,548.8625010184737,193.33265336170933,1243.67,Continuing
30,62,7.25,4.468536318986176,327.2616336818284,1243.67,Continuing
31,51,15.85,0.03102155058041794,315.8811721318754,1243.67,Continuing
32,176,76.51244504,410.39587432687694,206.256300396581,1243.67,Continuing
33,112,904.29,550.9833770770083,202.03107092267132,1243.67,Continuing
34,220,546.79,711.3478291273468,134.50337400915203,1243.67,Continuing
35,226,658.86,694.374989327925,137.21044662789092,1243.67,Continuing
36,93,17.35,0.3155853823110175,308.9917705078381,1243.67,Continuing
37,110,770.35,673.4208969752467,131.93844300226962,1243.67,Continuing
38,9,45.53,1.593956050099864,298.37449261982795,1243.67,Continuing
39,133,215.93,133.65388933601346,261.1716194047637,1243.67,Continuing
40,18,617.92,536.9304612969593,155.53209636718586,1243.67,Continuing
41,54,17.89,0.31315664417267935,289.48019030682565,1243.67,Continuing
42,96,45.34,0.035518744148383546,282.81213501289614,1243.67,Continuing
43,138,302.25,561.5256004425163,140.19659529430598,1243.67,Continuing
44,114,291.41,530.8707754296775,145.0269416784729,1243.67,Continuing
45,175,52.47346448,415.3516944180137,175.31795458941858,1243.67,Continuing
46,221,561.86,429.88892234948196,187.15183761446448,1243.67,Continuing
47,225,654.34,497.1382437883277,162.9840058594038,1243.67,Continuing
48,132,212.66,464.2537908703208,171.2531660329476,1243.67,Continuing
49,72,16.51,18.12533638500456,276.5749540505751,1243.67,Continuing
50,102,545.78,503.9195595078925,149.97450996108213,1243.67,Continuing
51,7,33.44,1.3427868002229273,274.58553910880494,1243.67,Continuing
52,231,772.94,544.912383538862,186.45647560884086,1243.67,Continuing
53,116,452.8,526.5715849478465,153.4066632584873,1243.67,Continuing
54,123,552.26,514.61046551301,149.9499067428929,1243.67,Continuing
55,126,660.0,550.2513772682943,183.51638245537993,1243.67,Continuing
56,127,1089.12,561.6654112038875,174.73149175228875,1243.67,Continuing
57,229,731.11,591.0576732652753,167.76994554121578,1243.67,Continuing
58,22,766.85,518.5379972477034,181.72479124744493,1243.67,Continuing
59,24,800.58,586.6624616812692,176.46384118699993,1243.67,Continuing
60,222,602.48,625.7344827061057,173.6545631920855,1243.67,Continuing
61,227,695.67,623.019102933376,170.12525936814782,1243.67,Continuing
62,100,433.78,611.652600465651,165.71329702834626,1243.67,Continuing
63,113,226.22,588.5527296932055,165.23100092272063,1243.67,Continuing
64,101,484.36,548.6008103067693,172.16448959909593,1243.67,Continuing
65,139,336.24,540.1524657099226,170.0655503471538,1243.67,Continuing
66,122,543.75,531.1135558005831,169.42474441844516,1243.67,Continuing
67,119,535.99,536.8712314834918,192.07278282484162,1243.67,Continuing
68,128,1243.67,536.6527767120544,190.36837470749197,1243.67,Max Conductivity reached
