Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Conductivity in Dataset,Stopping Reason
1,10,45.97,667.2642,148.75838,1243.67,Continuing
2,2,14.78,562.595,41.651318,1243.67,Continuing
3,13,215.37,741.4624,52.07,1243.67,Continuing
4,12,179.53,253.32591,35.54277,1243.67,Continuing
5,16,490.06,258.34244,24.637081,1243.67,Continuing
6,19,634.35,492.68845,43.78235,1243.67,Continuing
7,20,688.74,569.89124,44.462547,1243.67,Continuing
8,21,725.7933279,600.38574,43.984943,1243.67,Continuing
9,23,788.8326479,639.82135,42.25165,1243.67,Continuing
10,25,804.11,619.09937,42.626183,1243.67,Continuing
11,26,839.28,686.8968,43.593075,1243.67,Continuing
12,27,852.33,717.5728,45.274,1243.67,Continuing
13,232,824.47,731.507,44.30106,1243.67,Continuing
14,112,904.29,710.3569,41.60677,1243.67,Continuing
15,220,546.79,734.3736,41.0316,1243.67,Continuing
16,226,658.86,708.009,42.82065,1243.67,Continuing
17,110,770.35,704.0736,40.462746,1243.67,Continuing
18,114,291.41,595.2719,32.802223,1243.67,Continuing
19,223,636.48,485.29993,29.100943,1243.67,Continuing
20,224,637.46,520.4104,30.844067,1243.67,Continuing
21,230,738.1,563.23157,33.02369,1243.67,Continuing
22,228,697.4,587.51263,33.096737,1243.67,Continuing
23,191,398.5758253,537.7705,30.609201,1243.67,Continuing
24,192,424.1973941,489.07898,27.670633,1243.67,Continuing
25,185,311.2965408,424.91318,29.521286,1243.67,Continuing
26,189,345.3800939,378.1788,28.859066,1243.67,Continuing
27,171,419.51,331.91367,17.725868,1243.67,Continuing
28,182,160.6199195,362.44058,19.37459,1243.67,Continuing
29,116,452.8,282.78574,19.748627,1243.67,Continuing
30,123,552.26,364.46512,22.756691,1243.67,Continuing
31,126,660.0,419.84744,24.163776,1243.67,Continuing
32,127,1089.12,491.74384,26.140686,1243.67,Continuing
33,229,731.11,592.0565,32.21958,1243.67,Continuing
34,231,772.94,630.15857,33.410755,1243.67,Continuing
35,222,602.48,588.6071,34.00981,1243.67,Continuing
36,22,766.85,584.34924,31.84016,1243.67,Continuing
37,24,800.58,653.76965,36.74737,1243.67,Continuing
38,227,695.67,632.7611,33.849197,1243.67,Continuing
39,11,140.7,630.6165,64.76933,1243.67,Continuing
40,100,433.78,655.1033,32.994648,1243.67,Continuing
41,103,562.06,591.467,29.933004,1243.67,Continuing
42,105,607.72,557.115,27.337997,1243.67,Continuing
43,104,580.44,565.6347,27.78051,1243.67,Continuing
44,108,659.36,564.60724,28.957224,1243.67,Continuing
45,101,484.36,562.115,28.919447,1243.67,Continuing
46,113,226.22,555.3288,27.906574,1243.67,Continuing
47,17,559.01,538.39624,27.961786,1243.67,Continuing
48,18,617.92,531.1082,27.995813,1243.67,Continuing
49,124,554.41,504.01978,25.01775,1243.67,Continuing
50,210,356.76,506.41803,27.620068,1243.67,Continuing
51,106,618.72,458.96716,23.592108,1243.67,Continuing
52,122,543.75,467.06818,24.100199,1243.67,Continuing
53,139,336.24,450.95932,23.22922,1243.67,Continuing
54,98,233.89,461.01282,25.890503,1243.67,Continuing
55,109,750.9,401.48056,18.847973,1243.67,Continuing
56,138,302.25,430.92303,22.678007,1243.67,Continuing
57,120,540.19,434.15964,21.01579,1243.67,Continuing
58,153,47.22,408.17712,23.190802,1243.67,Continuing
59,107,625.33,395.0812,18.845278,1243.67,Continuing
60,136,293.6,399.60785,22.45938,1243.67,Continuing
61,125,608.87,373.49792,18.102055,1243.67,Continuing
62,179,135.2652427,368.67712,16.550076,1243.67,Continuing
