Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Conductivity in Dataset,Stopping Reason
1,0,12.77,16.689999999999873,0.0,1243.67,Continuing
2,39,18.25,15.680599999999952,3.9200000000000017,1243.67,Continuing
3,90,11.47,17.52759999999996,1.5599999999999987,1243.67,Continuing
4,79,52.77,16.730499999999946,6.779999999999999,1243.67,Continuing
5,29,6.19,39.64655000000022,40.0,1243.67,Continuing
6,74,26.55,35.55545000000021,46.580000000000005,1243.67,Continuing
7,5,24.01,32.03655000000009,46.580000000000005,1243.67,Continuing
8,60,63.53,26.099100000000057,41.300000000000004,1243.67,Continuing
9,28,5.09,44.27660000000014,52.06,1243.67,Continuing
10,78,39.11,33.083000000000126,57.34,1243.67,Continuing
11,65,11.49,35.61430000000011,57.34,1243.67,Continuing
12,43,6.25,30.376600000000074,58.44,1243.67,Continuing
13,208,297.95,30.371400000000047,46.580000000000005,1243.67,Continuing
14,192,424.1973941,190.87424999999934,291.76,1243.67,Continuing
15,191,398.5758253,322.38151007950063,405.9473941,1243.67,Continuing
16,205,248.62,361.83719724725,385.0873941,1243.67,Continuing
17,223,636.48,350.0251731602504,385.0873941,1243.67,Continuing
18,228,697.4,497.6848567635004,387.86,1243.67,Continuing
19,224,637.46,510.37080257824965,679.15,1243.67,Continuing
20,230,738.1,596.2271691644986,658.29,1243.67,Continuing
21,110,770.35,640.0564669223218,339.5241747,1243.67,Continuing
22,16,490.06,701.6791499138232,133.87,1243.67,Continuing
23,216,696.39,640.2709448598341,371.7741747,1243.67,Continuing
24,101,484.36,612.6692384852521,753.66,1243.67,Continuing
25,166,249.23,641.3317836897502,472.40000000000003,1243.67,Continuing
26,112,904.29,595.1286166666673,285.99,1243.67,Continuing
27,220,546.79,792.2350099999986,414.22999999999996,1243.67,Continuing
28,226,658.86,716.8824666666667,414.22999999999996,1243.67,Continuing
29,114,291.41,630.5722582142863,573.25,1243.67,Continuing
30,183,162.7067112,562.9630705311797,535.8933333333333,1243.67,Continuing
31,19,634.35,571.4268960119036,295.06333333333333,1243.67,Continuing
32,20,688.74,584.0442522619037,244.8605999999998,1243.67,Continuing
33,21,725.7933279,610.2298797321421,198.68000000000012,1243.67,Continuing
34,23,788.8326479,634.598014757478,175.33305198766675,1243.67,Continuing
35,25,804.11,663.4379544905792,170.20850821023805,1243.67,Continuing
36,26,839.28,686.1959087545924,154.29717482352248,1243.67,Continuing
37,27,852.33,706.3196750435362,152.85841616666664,1243.67,Continuing
38,232,824.47,724.7462362298015,141.01601893042846,1243.67,Continuing
39,190,390.2707837,462.82202944334136,607.6432888,1243.67,Continuing
40,13,215.37,456.96458542441616,757.58,1243.67,Continuing
41,22,766.85,467.7559566884231,755.3720166394997,1243.67,Continuing
42,24,800.58,643.9468248892025,475.44,1243.67,Continuing
43,222,602.48,730.0142307118357,509.17,1243.67,Continuing
44,227,695.67,705.194945944258,198.10000000000002,1243.67,Continuing
45,113,226.22,601.488223822991,492.5860833333331,1243.67,Continuing
46,100,433.78,559.8945245833346,493.5314999999997,1243.67,Continuing
47,164,220.66,529.9722487218695,736.0260208333333,1243.67,Continuing
48,104,580.44,508.32155363437226,539.7465,1243.67,Continuing
49,108,659.36,554.9647338984175,265.3802087349999,1243.67,Continuing
50,107,625.33,520.5530476808922,511.88,1243.67,Continuing
51,103,562.06,529.3421234523793,493.1549285714285,1243.67,Continuing
52,105,607.72,552.0749630654742,254.7915416666665,1243.67,Continuing
53,111,838.31,488.3766919742227,546.018983333333,1243.67,Continuing
54,140,259.11,537.771795867083,612.0899999999999,1243.67,Continuing
55,106,618.72,484.74045772377633,511.88,1243.67,Continuing
56,115,325.56,488.00958543761925,612.0899999999999,1243.67,Continuing
57,109,750.9,456.13760754086945,575.3932888,1243.67,Continuing
58,120,540.19,581.5747071565817,588.1932888,1243.67,Continuing
59,169,385.2,484.6598452058323,502.28,1243.67,Continuing
60,122,543.75,479.3801145851674,524.68,1243.67,Continuing
61,125,608.87,465.95695477541665,530.5045,1243.67,Continuing
62,150,348.88,405.8958584479991,617.65,1243.67,Continuing
63,213,406.47,418.1621424824748,517.44,1243.67,Continuing
64,124,554.41,436.1997308954769,467.60099999999954,1243.67,Continuing
65,203,226.25,402.05216121320007,533.6832888,1243.67,Continuing
66,171,419.51,398.91059460023877,447.15999999999997,1243.67,Continuing
67,184,200.7545831,393.45867517250065,533.6832888,1243.67,Continuing
68,116,452.8,391.0704811309541,478.94,1243.67,Continuing
69,139,336.24,368.4308841897853,499.19111049499975,1243.67,Continuing
70,123,552.26,391.86853523809526,252.33999999999997,1243.67,Continuing
71,126,660.0,436.2115585119047,260.84999999999997,1243.67,Continuing
72,127,1089.12,490.7998749107137,234.12849999999992,1243.67,Continuing
73,229,731.11,610.0764232037395,428.27999999999986,1243.67,Continuing
74,231,772.94,630.9390354500357,369.5894940476189,1243.67,Continuing
75,179,135.2652427,359.11126149724964,446.16328880000003,1243.67,Continuing
76,17,559.01,347.44857673497165,722.1072083333331,1243.67,Continuing
77,18,617.92,486.9816199393702,678.14,1243.67,Continuing
78,138,302.25,515.5593780062262,538.1631644399998,1243.67,Continuing
79,136,293.6,439.95961091922277,484.6347573000001,1243.67,Continuing
80,102,545.78,410.60944672132086,397.26,1243.67,Continuing
81,202,214.93,380.07102694008375,495.6354169,1243.67,Continuing
82,151,36.88,384.6088953748691,739.43,1243.67,Continuing
83,219,545.18,355.1802455606667,588.1932888,1243.67,Continuing
84,142,280.38,401.1484555212209,498.5558999999999,1243.67,Continuing
85,186,318.1919743,367.3174096508319,330.24999999999994,1243.67,Continuing
86,153,47.22,338.03720007725025,599.67,1243.67,Continuing
87,185,311.2965408,364.02397347574924,218.75541690000006,1243.67,Continuing
88,147,326.54,334.51535787666745,495.6354169,1243.67,Continuing
89,148,328.21,340.2690336924996,330.24999999999994,1243.67,Continuing
90,145,291.83,340.9279398200005,286.06999999999994,1243.67,Continuing
91,189,345.3800939,333.15596346775027,193.26,1243.67,Continuing
92,187,322.6997586,317.21308851687513,344.42541689999996,1243.67,Continuing
93,182,160.6199195,315.06577660584395,409.91475729999996,1243.67,Continuing
94,149,328.45,318.93203386425097,324.52,1243.67,Continuing
95,146,312.65,319.9420344709732,290.46366666666256,1243.67,Continuing
96,188,339.0080085,316.4263680833121,204.57999999999998,1243.67,Continuing
97,204,240.44,320.69813466556155,204.57999999999998,1243.67,Continuing
98,214,451.64,296.6031159751667,204.57999999999998,1243.67,Continuing
99,215,457.13,391.99973952333437,230.98000000000005,1243.67,Continuing
100,212,395.74,302.6885659002791,255.0715418999999,1243.67,Continuing
101,210,356.76,258.74233904710826,607.4048999999998,1243.67,Continuing
102,209,325.42,291.09732518671984,380.3258253000001,1243.67,Continuing
103,161,214.21,284.17199960420845,445.65999999999997,1243.67,Continuing
104,159,180.26,272.51896306950056,379.8195804999998,1243.67,Continuing
105,167,250.28,287.2295051761242,211.25490000000002,1243.67,Continuing
106,11,140.7,251.71500648474964,583.0623666666664,1243.67,Continuing
107,196,191.45,279.2614190482501,175.34078369999997,1243.67,Continuing
108,206,268.25,273.3534235884991,209.9873941,1243.67,Continuing
109,170,405.26,269.3381008554576,284.2447573,1243.67,Continuing
110,162,217.94,326.12728623814087,284.2447573,1243.67,Continuing
111,211,382.45,303.7485007932077,319.1197573,1243.67,Continuing
112,155,92.38,264.60653886031224,473.6047573,1243.67,Continuing
113,163,220.57,269.7247366810923,188.53000000000006,1243.67,Continuing
114,221,561.86,229.7140150308752,575.6949999999999,1243.67,Continuing
115,225,654.34,439.0079832355401,524.98,1243.67,Continuing
116,99,374.29,325.1219552468335,617.46,1243.67,Continuing
117,121,540.19,323.03403733598725,471.021333333332,1243.67,Continuing
118,129,192.74,317.3995944019995,516.49,1243.67,Continuing
119,218,537.77,291.3898865838335,566.3745499999997,1243.67,Continuing
120,176,76.51244504,364.73916402231015,527.484,1243.67,Continuing
121,217,271.56,252.877000040367,532.8500549599996,1243.67,Continuing
122,130,203.82,252.09436722975002,469.48,1243.67,Continuing
123,168,331.17,257.49712478485003,359.35149999999993,1243.67,Continuing
124,156,116.5,294.0744520213327,269.9947573,1243.67,Continuing
125,143,283.86,236.55461149196682,500.89,1243.67,Continuing
126,137,293.93,226.90271782816592,288.76,1243.67,Continuing
127,172,542.3,225.0410603609997,255.005541,1243.67,Continuing
128,141,279.69,291.78775231641583,407.03475729999997,1243.67,Continuing
129,180,151.3841761,303.8643897070004,407.03475729999997,1243.67,Continuing
130,144,286.73,284.5207152824172,390.91582389999996,1243.67,Continuing
131,117,475.46,289.8193408966657,382.1418676699999,1243.67,Continuing
132,118,529.11,406.87367772616676,379.5932888,1243.67,Continuing
133,119,535.99,466.07331646474927,366.40328880000004,1243.67,Continuing
134,128,1243.67,504.3830514089797,60.53000000000003,1243.67,Max Conductivity reached
