Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Conductivity in Dataset,Stopping Reason
1,95,29.81,7.493253315635001e-06,86.00999810119754,1243.67,Continuing
2,5,24.01,15.29575741563543,63.42988197801169,1243.67,Continuing
3,92,13.55,21.850203631033306,45.16747939387844,1243.67,Continuing
4,133,215.93,0.3562225386883259,47.85631032169526,1243.67,Continuing
5,218,537.77,54.64226299857444,90.27117597076044,1243.67,Continuing
6,147,326.54,556.4899617695627,146.24640577702493,1243.67,Continuing
7,193,733.7295218,348.24577784144026,167.21979057822787,1243.67,Continuing
8,183,162.7067112,741.0581548657756,25.06677828242829,1243.67,Continuing
9,112,904.29,206.62239092737133,265.0188750421029,1243.67,Continuing
10,110,770.35,270.0041200002139,332.4378179499117,1243.67,Continuing
11,115,325.56,633.3386414675033,238.70108595814986,1243.67,Continuing
12,220,546.79,561.4866638852249,244.30173445459928,1243.67,Continuing
13,100,433.78,335.0600050775331,320.6341485083566,1243.67,Continuing
14,226,658.86,570.825763858513,214.71702954170357,1243.67,Continuing
15,16,490.06,514.6586360838292,331.41189820963746,1243.67,Continuing
16,114,291.41,371.9107359292675,296.8533433933871,1243.67,Continuing
17,19,634.35,581.5289319188087,193.11116705061727,1243.67,Continuing
18,232,824.47,591.8935955936342,184.1525696365026,1243.67,Continuing
19,20,688.74,568.0881283486867,313.9993675927335,1243.67,Continuing
20,21,725.7933279,580.4205427124897,311.89395167569256,1243.67,Continuing
21,23,788.8326479,643.8733973986011,170.66647793661835,1243.67,Continuing
22,25,804.11,658.9334972531366,167.23352773579148,1243.67,Continuing
23,26,839.28,672.7539818311245,164.27488715981204,1243.67,Continuing
24,27,852.33,687.0547123747012,162.58739329104893,1243.67,Continuing
25,22,766.85,630.4756373554708,163.87761879353062,1243.67,Continuing
26,24,800.58,644.862644825702,161.725958752901,1243.67,Continuing
27,222,602.48,660.5725707778871,160.4327623829904,1243.67,Continuing
28,227,695.67,655.3342132078897,157.02502231474406,1243.67,Continuing
29,139,336.24,643.1008952384364,152.69030463706954,1243.67,Continuing
30,113,226.22,624.1407305005358,160.71688332599084,1243.67,Continuing
31,101,484.36,551.6895882012489,179.3757811005597,1243.67,Continuing
32,106,618.72,534.0393766533418,176.32726811199225,1243.67,Continuing
33,17,559.01,527.2768058730665,177.12317224239462,1243.67,Continuing
34,18,617.92,531.0027649353923,173.13421621407014,1243.67,Continuing
35,107,625.33,524.9176616263633,168.8441591174826,1243.67,Continuing
36,194,745.278685,496.8116355835052,174.3553081485045,1243.67,Continuing
37,117,475.46,494.6222712702987,178.7939112105432,1243.67,Continuing
38,118,529.11,491.476366799666,173.72916828217663,1243.67,Continuing
39,119,535.99,496.67166935017735,169.70569351297837,1243.67,Continuing
40,128,1243.67,501.3962809870327,166.24106085513296,1243.67,Max Conductivity reached
