Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Conductivity in Dataset,Stopping Reason
1,162,217.94,0.0009772106062161325,220.5700030922077,1243.67,Continuing
2,195,179.12,171.91595045158465,136.08595176671724,1243.67,Continuing
3,59,34.35,201.0070672293059,135.77577943735648,1243.67,Continuing
4,0,12.77,0.0,164.6623454752985,1243.67,Continuing
5,34,8.39,9.539713119175085e-12,142.74639382359345,1243.67,Continuing
6,1,13.19,0.0,127.7329864652565,1243.67,Continuing
7,31,7.2,2.796963816631623e-13,116.72943092131615,1243.67,Continuing
8,32,7.58,1.5281266252655274e-10,108.10779943286008,1243.67,Continuing
9,2,14.78,0.0,101.1624496436312,1243.67,Continuing
10,5,24.01,0.0,95.50316887115486,1243.67,Continuing
11,16,490.06,338.5512061469526,36.39834725507227,1243.67,Continuing
12,23,788.8326479,489.45409715530513,5.627259353778657,1243.67,Continuing
13,19,634.35,587.8521968211503,104.05507500634748,1243.67,Continuing
14,20,688.74,608.2317489200182,91.81247803003524,1243.67,Continuing
15,21,725.7933279,630.4265767160814,85.66539751989998,1243.67,Continuing
16,25,804.11,650.1877446676567,83.24763042245753,1243.67,Continuing
17,26,839.28,674.4183744625548,89.06961234049926,1243.67,Continuing
18,27,852.33,696.641429766988,95.26813538437557,1243.67,Continuing
19,232,824.47,715.3713341160947,99.23610175650644,1243.67,Continuing
20,112,904.29,720.714163367238,98.50767281624354,1243.67,Continuing
21,220,546.79,738.8936910768357,104.99176318646423,1243.67,Continuing
22,226,658.86,719.5420727123224,112.8965851261359,1243.67,Continuing
23,110,770.35,720.0759994045013,112.15015388508607,1243.67,Continuing
24,183,162.7067112,645.5690296151852,144.78042104995177,1243.67,Continuing
25,114,291.41,570.2818332669312,178.25598382104164,1243.67,Continuing
26,123,552.26,341.57352408370093,142.15283522506425,1243.67,Continuing
27,116,452.8,445.86371798555274,133.24726102944004,1243.67,Continuing
28,126,660.0,447.83732689108024,124.68510262727726,1243.67,Continuing
29,127,1089.12,499.06905148974766,127.41286714354692,1243.67,Continuing
30,229,731.11,605.967234189394,172.3604113442717,1243.67,Continuing
31,231,772.94,623.7107115604889,169.0151965949839,1243.67,Continuing
32,122,543.75,566.5780666277185,173.3734494712088,1243.67,Continuing
33,139,336.24,514.7074333198976,200.0450708587692,1243.67,Continuing
34,182,160.6199195,471.5773856055356,200.38976542698825,1243.67,Continuing
35,115,325.56,429.3412955345222,184.97066709074141,1243.67,Continuing
36,111,838.31,407.12683800497933,187.16848870412235,1243.67,Continuing
37,150,348.88,503.5014740408121,184.0697509516231,1243.67,Continuing
38,142,280.38,469.4397137616701,179.282297905836,1243.67,Continuing
39,145,291.83,438.2304957748361,177.27856575793342,1243.67,Continuing
40,100,433.78,415.6758966280838,185.10418288373674,1243.67,Continuing
41,146,312.65,380.6704039662586,191.48778202587653,1243.67,Continuing
42,113,226.22,386.2327678714403,179.98601413774816,1243.67,Continuing
43,219,545.18,363.6101854303979,169.16783452904102,1243.67,Continuing
44,148,328.21,358.73908393689214,181.77180194371928,1243.67,Continuing
45,103,562.06,355.5247152628498,173.96416154869743,1243.67,Continuing
46,105,607.72,395.69147156561417,171.4531641282354,1243.67,Continuing
47,22,766.85,402.91901180026525,177.48850235273514,1243.67,Continuing
48,24,800.58,485.95298551627764,179.6845956924918,1243.67,Continuing
49,222,602.48,536.5608051003053,181.00966314006462,1243.67,Continuing
50,227,695.67,546.1671901739888,177.3646890852771,1243.67,Continuing
51,101,484.36,523.258917887701,172.66116986708872,1243.67,Continuing
52,106,618.72,494.64992260970826,170.81437962347962,1243.67,Continuing
53,104,580.44,494.9876573641727,172.08141233254946,1243.67,Continuing
54,108,659.36,504.0710116067221,169.57909854501517,1243.67,Continuing
55,107,625.33,474.59636689011995,168.53925745181752,1243.67,Continuing
56,124,554.41,447.06574283774114,189.1701212555008,1243.67,Continuing
57,17,559.01,431.8577854669908,217.17603565391514,1243.67,Continuing
58,18,617.92,490.00234788080513,190.02993555671887,1243.67,Continuing
59,102,545.78,515.0970511902543,178.60838689726017,1243.67,Continuing
60,153,47.22,497.2593879627355,178.57445232932645,1243.67,Continuing
61,186,318.1919743,447.32468030212,172.26197219624567,1243.67,Continuing
62,120,540.19,432.50646426747187,169.8254235311463,1243.67,Continuing
63,109,750.9,441.08300667046393,168.6682654089721,1243.67,Continuing
64,164,220.66,423.7639097847119,179.50172190439065,1243.67,Continuing
65,138,302.25,423.9317099337503,187.03637011121432,1243.67,Continuing
66,169,385.2,399.55855609418734,172.14689103161908,1243.67,Continuing
67,149,328.45,360.19465060053244,173.7492786269032,1243.67,Continuing
68,188,339.0080085,351.38520448425345,169.38725552250173,1243.67,Continuing
69,140,259.11,342.0635561787494,174.57970171827034,1243.67,Continuing
70,117,475.46,332.2115449996886,174.04321860609141,1243.67,Continuing
71,118,529.11,358.56298065692,171.6079244703622,1243.67,Continuing
72,119,535.99,383.6461195429314,170.41200169242688,1243.67,Continuing
73,128,1243.67,402.3734463862793,169.3040462156079,1243.67,Max Conductivity reached
