Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Conductivity in Dataset,Stopping Reason
1,0,12.77,220.5700000000016,0.0,1243.67,Continuing
2,162,217.94,168.10049999999958,207.79999999999998,1243.67,Continuing
3,51,15.85,184.68191250000015,207.79999999999998,1243.67,Continuing
4,171,419.51,200.7851187500006,207.79999999999998,1243.67,Continuing
5,223,636.48,292.53409374999984,403.65999999999997,1243.67,Continuing
6,228,697.4,530.2761187500029,417.6633333333333,1243.67,Continuing
7,107,625.33,504.4118712500003,684.63,1243.67,Continuing
8,124,554.41,495.5846399999996,681.55,1243.67,Continuing
9,166,249.23,505.44922374999953,681.55,1243.67,Continuing
10,13,215.37,514.5420112500007,681.55,1243.67,Continuing
11,224,637.46,612.2356845238107,448.16999999999996,1243.67,Continuing
12,219,545.18,572.4502499999984,448.16999999999996,1243.67,Continuing
13,122,543.75,550.1883499999979,388.23,1243.67,Continuing
14,146,312.65,538.9614249999984,388.23,1243.67,Continuing
15,192,424.1973941,525.6791245833331,479.46,1243.67,Continuing
16,230,738.1,623.6863663672489,273.2026059,1243.67,Continuing
17,110,770.35,585.9979854557497,425.45000000000005,1243.67,Continuing
18,112,904.29,683.3882869705017,457.70000000000005,1243.67,Continuing
19,220,546.79,825.5800911042955,349.88,1243.67,Continuing
20,22,766.85,638.2119494047612,591.64,1243.67,Continuing
21,16,490.06,741.7478428571434,357.5,1243.67,Continuing
22,226,658.86,718.9603327380956,357.5,1243.67,Continuing
23,24,800.58,690.4063360416677,276.79,1243.67,Continuing
24,222,602.48,755.8095141071417,258.15599999999995,1243.67,Continuing
25,139,336.24,696.385889047618,255.4000000000001,1243.67,Continuing
26,101,484.36,675.8506847650116,447.475,1243.67,Continuing
27,113,226.22,595.0201298214265,447.46399999999994,1243.67,Continuing
28,100,433.78,621.1320352083335,563.1166666666667,1243.67,Continuing
29,15,411.82,451.94440822802403,776.7072083333333,1243.67,Continuing
30,17,559.01,467.7714197223355,773.4866666666667,1243.67,Continuing
31,227,695.67,709.4296940476187,198.10000000000002,1243.67,Continuing
32,114,291.41,548.2896241369049,457.70000000000005,1243.67,Continuing
33,106,618.72,520.7222163293635,522.2094499999997,1243.67,Continuing
34,213,406.47,488.41022589483333,554.98,1243.67,Continuing
35,109,750.9,525.6724804557482,461.55999999999995,1243.67,Continuing
36,120,540.19,603.8340004228787,461.5989999999998,1243.67,Continuing
37,169,385.2,540.5612637890811,438.25,1243.67,Continuing
38,88,9.71,391.9805359115007,738.13,1243.67,Continuing
39,200,207.58,454.75982962683526,735.05,1243.67,Continuing
40,103,562.06,561.1616016400097,414.65999999999997,1243.67,Continuing
41,125,608.87,511.66162486133334,501.66999999999996,1243.67,Continuing
42,104,580.44,588.9987274931857,317.12,1243.67,Continuing
