Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Conductivity in Dataset,Stopping Reason
1,0,12.77,16.689997,1.9073486e-06,1243.67,Continuing
2,5,24.01,15.121556,1.9200387,1243.67,Continuing
3,6,26.19,21.308008,3.925984,1243.67,Continuing
4,81,6.31,24.901846,2.4052207,1243.67,Continuing
5,33,7.72,24.711277,1.8308531,1243.67,Continuing
6,7,33.44,23.49206,2.8825834,1243.67,Continuing
7,8,37.09,29.764212,4.541368,1243.67,Continuing
8,10,45.97,33.5621,4.8864474,1243.67,Continuing
9,13,215.37,38.255127,7.4289494,1243.67,Continuing
10,56,18.43,85.24927,78.86776,1243.67,Continuing
11,16,490.06,67.57737,81.80082,1243.67,Continuing
12,19,634.35,336.83145,208.2819,1243.67,Continuing
13,20,688.74,483.0759,197.62779,1243.67,Continuing
14,21,725.7933279,595.67474,116.89364,1243.67,Continuing
15,23,788.8326479,641.6914,41.10667,1243.67,Continuing
16,25,804.11,668.09015,49.964886,1243.67,Continuing
17,26,839.28,694.4474,44.863884,1243.67,Continuing
18,27,852.33,711.05475,40.71371,1243.67,Continuing
19,232,824.47,727.9674,41.079468,1243.67,Continuing
20,112,904.29,79.26328,92.778564,1243.67,Continuing
21,220,546.79,621.6887,401.4722,1243.67,Continuing
22,226,658.86,698.5681,200.11235,1243.67,Continuing
23,11,140.7,71.6771,88.99408,1243.67,Continuing
24,152,44.1,86.83225,50.342564,1243.67,Continuing
25,22,766.85,77.7,81.645515,1243.67,Continuing
26,24,800.58,471.08377,341.85538,1243.67,Continuing
27,222,602.48,696.64325,229.96062,1243.67,Continuing
28,227,695.67,716.0778,68.2182,1243.67,Continuing
29,100,433.78,678.1779,84.53198,1243.67,Continuing
30,111,838.31,670.6635,84.569954,1243.67,Continuing
31,182,160.6199195,614.5061,146.03557,1243.67,Continuing
32,139,336.24,559.30994,189.06041,1243.67,Continuing
33,114,291.41,403.5411,139.04619,1243.67,Continuing
34,113,226.22,334.64844,85.13216,1243.67,Continuing
35,110,770.35,278.64154,87.39514,1243.67,Continuing
36,116,452.8,342.54297,134.33214,1243.67,Continuing
37,123,552.26,365.98373,92.24262,1243.67,Continuing
38,126,660.0,416.044,92.20195,1243.67,Continuing
39,127,1089.12,495.777,93.130554,1243.67,Continuing
40,229,731.11,628.22546,142.98248,1243.67,Continuing
41,231,772.94,647.5751,120.671585,1243.67,Continuing
42,122,543.75,382.35672,174.68193,1243.67,Continuing
43,115,325.56,316.11136,115.96879,1243.67,Continuing
44,117,475.46,276.97467,149.97076,1243.67,Continuing
45,118,529.11,412.47574,116.39323,1243.67,Continuing
46,119,535.99,467.32825,88.57153,1243.67,Continuing
47,128,1243.67,482.55505,87.8737,1243.67,Max Conductivity reached
